	no match	probability was too low
библ.остр	Библ.Остр.	100
библ.ренн	no match	probability was too low
библ.кн	Библ.кн.	100
библ.кн.1	Библ.кн.1	100
библ.кн.2	Библ.кн.2	100
библ.по сп.xv в	no match	probability was too low
библ.(рум.)	Библ. (Рум.)	95
библ.1	Библ.1	100
библ.кн.1	Библ.кн.1	100
библ.кн.2	Библ.кн.2	100
блк.быт.синод.р	no match	probability was too low
бова	Бова	100
бова1	no match	probability was too low
бог.1	no match	probability was too low
боголюбець же притужаше блаженному	no match	probability was too low
болон.псалт	no match	probability was too low
бор.год	Гр.Бор.Год.	95
боргсдорф	Боргсдорф	100
бояр.кн	Бояр.кн.	100
бояр.кн	Бояр.кн.	100
браун.артил	Браун.Артил.	100
бринк.артил	Бринк.Артил.	100
бринк.опис.артил	Бринк.Артил.	95
брун.толк.псалт	Брун.Толк.Псалт.	100
брун.толк.псалт	Брун.Толк.Псалт.	100
брун.толк.псалт	Брун.Толк.Псалт.	100
брун.толк.псалт	Брун.Толк.Псалт.	100
брунцвик	Брунцвик	100
булав.восст	Булав.восст.	100
бурнашев	no match	probability was too low
бусл	no match	probability was too low
бусл.мат	Бусл.Мат.	100
бусл.хрест	no match	probability was too low
бусл.христ	Бусл.Христ.	100
бусл.мат	Бусл.Мат.	100
бусл.христ	Бусл.Христ.	100
был	Был.	100
быт	no match	probability was too low
быт.i, 29	no match	probability was too low
быт.ii, 5	no match	probability was too low
быт.xl, 11	no match	probability was too low
быт.xli, 6	no match	probability was too low
быт.xli, 8	no match	probability was too low
быт.xliv, 5	no match	probability was too low
быт.xxi, 12	no match	probability was too low
быт.xxix, 17	no match	probability was too low
быт.xxx, 15	no match	probability was too low
быт.xxxii.31	no match	probability was too low
в 21 день.были въ мошкарѣ.пох.журн	no match	probability was too low
в.а	В.А.	100
в.чел.ник.пустосв	В.чел.Ник.Пустосв.	100
в.чел.ник.пустосв	В.чел.Ник.Пустосв.	100
в.а	В.А.	100
в.чел.ник.пустосв	В.чел.Ник.Пустосв.	100
в.чел.ник.пустосв	В.чел.Ник.Пустосв.	100
в.чел.ник.пустосв	В.чел.Ник.Пустосв.	100
вмч	no match	probability was too low
вмч окт.1-3	ВМЧ, Окт. 1–3	95
вмч, anp.22—30	no match	probability was too low
вмч, апр.1-8	ВМЧ, Апр. 1–8	96
вмч, апр.22–30	ВМЧ, Апр. 22–30	97
вмч, апр.22-30	ВМЧ, Апр. 22–30	97
вмч, апр.8-21	ВМЧ, Апр. 8–21	96
вмч, апр.22-30	ВМЧ, Апр. 22–30	97
вмч, дек.1-5	ВМЧ, Дек.1–5	100
вмч, дек.24	ВМЧ, Дек. 24	96
вмч, дек.31	ВМЧ, Дек. 31	96
вмч, дек.6-17	ВМЧ, Дек. 6–17	96
вмч, дек.1-5	ВМЧ, Дек.1–5	100
вмч, дек.6-17	ВМЧ, Дек. 6–17	96
вмч, ноябрь 13-15	ВМЧ, Ноябрь 13–15	100
вмч, ноябрь 1315	ВМЧ, Ноябрь 13–15	97
вмч, ноябрь 13–15	ВМЧ, Ноябрь 13–15	100
вмч, ноябрь 13—15	ВМЧ, Ноябрь 13–15	100
вмч, ноябрь 16	ВМЧ, Ноябрь 16	100
вмч, ноябрь, 13-15	ВМЧ, Ноябрь 13–15	97
вмч, ноябрь, 16	ВМЧ, Ноябрь 16	97
вмч, окт.1-3	ВМЧ, Окт. 1–3	96
вмч, окт.19-31	ВМЧ, Окт. 19–31	97
вмч, окт.4-18	ВМЧ, Окт. 4–18	96
вмч, окт.1-3	ВМЧ, Окт. 1–3	96
вмч, окт.19-31	ВМЧ, Окт. 19–31	97
вмч, октябрь 1931	no match	probability was too low
вмч, сент.1-13	ВМЧ, Сент. 1–13	97
вмч, сент.14-24	ВМЧ, Сент. 14–24	97
вмч, сент.1-13	ВМЧ, Сент. 1–13	97
вмч, сент.14-24	ВМЧ, Сент. 14–24	97
вмч, сентябрь 1-13	no match	probability was too low
вмч,, дек.24	ВМЧ, Дек. 24	95
вмч	no match	probability was too low
вмч.ноябрь 13-15	ВМЧ, Ноябрь 13–15	97
важ.порядн	Важ.порядн.	100
вал.п.кн	Вал.п.кн.	100
вальд	no match	probability was too low
вар.по сп	no match	probability was too low
варах	no match	probability was too low
варл.хут	Варл.Хут.	100
варл.хут	Варл.Хут.	100
варлаам	no match	probability was too low
варлаам и иоасаф	Варлаам и Иоасаф1	97
варлаам и иоасаф 1	Варлаам и Иоасаф1	97
варлаам и иоасаф,1	Варлаам и Иоасаф1	97
варлаам и иоасаф.1	Варлаам и Иоасаф1	97
варлаам и иоасаф1	Варлаам и Иоасаф1	100
варлаам и иоасаф1	Варлаам и Иоасаф1	100
варлаам и иосаф	Варлаам и Иоасаф1	94
варлаам и иосаф1	Варлаам и Иоасаф1	97
варлаамъ и иоасаф	Варлаам и Иоасаф1	94
варлам и иоасаф1	Варлаам и Иоасаф1	97
вас.вел	no match	probability was too low
вас.вел.толк.пс	no match	probability was too low
вас.вел.кан	no match	probability was too low
вас.вел.толк.пс	no match	probability was too low
вас.ив	no match	probability was too low
вас.шуйск	no match	probability was too low
вас.вел.к лит	Вас.Вел. к Лит.	96
васс.патр	Васс.Патр.1	95
васс.патр.1	Васс.Патр.1	100
васс.патр.1	Васс.Патр.1	100
васс.патр.1	Васс.Патр.1	100
вдовицамъ же велить второму браку причитатися	no match	probability was too low
вед.ман.христ	Вед.Ман.Христ.	100
вед.о кит.зем	Вед. о Кит.зем.	96
вед.о кит.зем	Вед. о Кит.зем.	96
вел.зерц	Вел.зерц.	100
вел.зерц.1	Вел.зерц.1	100
вел.зерц.2	Вел.зерц.2	100
вел.зерц.3	Вел.зерц.3	100
вел.зерц1	Вел.зерц.1	95
вел.зерц1	Вел.зерц.1	95
вел.зерц.1	Вел.зерц.1	100
вел.зерц.2	Вел.зерц.2	100
вел.зерц.3	Вел.зерц.3	100
вел.зерц.1	Вел.зерц.1	100
вел.зерц.3	Вел.зерц.3	100
вел.зерц.1	Вел.зерц.1	100
вел.зерц.3	Вел.зерц.3	100
вельтман	Вельтман	100
вер.кн	no match	probability was too low
вер.кн	no match	probability was too low
верх.кн	no match	probability was too low
виск.(прил.)	no match	probability was too low
вкл.ант	Вкл.Ант.	100
вкл.ипат	Вкл.Ипат.	100
вкл.кир.-б.м	Вкл.Кир.-Б.м.	100
вкл.коряж	Вкл.Коряж.	100
вкл.нижегор	Вкл.Нижегор.	100
вкл.новоспасск	Вкл.Новоспасск.	100
вкл.серп	Вкл.Серп.	100
вкл.солов	Вкл.Солов.	100
вкл.тр	Вкл.Тр.	100
вкл.гр.дм.ольг.лавр.м	Вкл.гр.Дм.Ольг.Лавр.м.	100
вкл.ант	Вкл.Ант.	100
вкл.нижегор	Вкл.Нижегор.	100
вкл.серп	Вкл.Серп.	100
влад.сб	Влад.сб.	100
влад.пам	Пам.Влад.	95
влад.сб	Влад.сб.	100
влх.словарь	Влх.Словарь	100
влх.словарь	Влх.Словарь	100
влх.словарь	Влх.Словарь	100
влх.словарь	Влх.Словарь	100
воcт	no match	probability was too low
воет	no match	probability was too low
возвещение	Возвещение	100
воин.кн	Воин.кн.	100
воинск.кн	no match	probability was too low
вол.пат.1	Вол.Пат.1	100
вол.пат.2	Вол.Пат.2	100
вол.–перм.лет	Вол.-Перм.лет.	100
вол.-перм.лет	Вол.-Перм.лет.	100
вол.пат.1	Вол.Пат.1	100
волог	Волог.	100
волог.письм	Волог.письм.	100
волог.сб	Волог.сб.	100
волог.хрест	Волог.хрест.	100
волог.–перм.лет	Волог.-Перм.лет.	100
волог.–перм.лет	Волог.-Перм.лет.	100
волог.-перм.лет	Волог.-Перм.лет.	100
волог.-перм.лет	Волог.-Перм.лет.	100
волог.письм	Волог.письм.	100
волог.сб	Волог.сб.	100
волог.хрест	Волог.хрест.	100
вопр.иоанна	Вопр.Иоанна	100
ворон.петр.а	Ворон.Петр.а.	100
ворон.а	Ворон.а.	100
ворон.а.	Ворон.а.	100
ворон.меж.кн	Ворон.меж.кн.	100
ворон.меж.кн	Ворон.меж.кн.	100
ворон.п.кн	Ворон.п.кн.	100
ворон.приказн.избы	А.Ворон.приказн.избы	95
ворон.столб	Ворон.столб.	100
ворон.петр.а	Ворон.Петр.а.	100
ворон.а	Ворон.а.	100
ворон.меж.кн	Ворон.меж.кн.	100
ворон.п.кн	Ворон.п.кн.	100
ворон.столб	Ворон.столб.	100
восг	no match	probability was too low
воскр.библ	Воскр.библ.	100
воскр.лет	Воскр.лет.VII	95
воскр.лет.viii	Воскр.лет. VIII	97
воскр.триод.цвет	no match	probability was too low
воскр.триод.цветн	no match	probability was too low
воскр.лет	Воскр.лет.VII	95
воссоед.укр.с рос	Воссоед.Укр. с Рос. I	95
воссоед.укр.с росс	no match	probability was too low
воссоед.укр.с рос	Воссоед.Укр. с Рос. I	95
